"RaumNr","Raum","Oberthema","Zahl","Thema","Vergleichszahl","Vergleichstext","Bemerkungen"
910,"Albisrieden","Bevölkerung & Gesellschaft",3126,"Zuziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Zuziehende in bestimmtes Gebiet (Stadt, Kreis oder Quartier)"
920,"Altstetten","Bevölkerung & Gesellschaft",5899,"Zuziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Zuziehende in bestimmtes Gebiet (Stadt, Kreis oder Quartier)"
1010,"Höngg","Bevölkerung & Gesellschaft",3034,"Zuziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Zuziehende in bestimmtes Gebiet (Stadt, Kreis oder Quartier)"
1020,"Wipkingen","Bevölkerung & Gesellschaft",2732,"Zuziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Zuziehende in bestimmtes Gebiet (Stadt, Kreis oder Quartier)"
1110,"Affoltern","Bevölkerung & Gesellschaft",3819,"Zuziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Zuziehende in bestimmtes Gebiet (Stadt, Kreis oder Quartier)"
1150,"Oerlikon","Bevölkerung & Gesellschaft",4903,"Zuziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Zuziehende in bestimmtes Gebiet (Stadt, Kreis oder Quartier)"
1190,"Seebach","Bevölkerung & Gesellschaft",4301,"Zuziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Zuziehende in bestimmtes Gebiet (Stadt, Kreis oder Quartier)"
1210,"Saatlen","Bevölkerung & Gesellschaft",1242,"Zuziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Zuziehende in bestimmtes Gebiet (Stadt, Kreis oder Quartier)"
1220,"Schwamendingen-Mitte","Bevölkerung & Gesellschaft",2019,"Zuziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Zuziehende in bestimmtes Gebiet (Stadt, Kreis oder Quartier)"
1230,"Hirzenbach","Bevölkerung & Gesellschaft",1927,"Zuziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Zuziehende in bestimmtes Gebiet (Stadt, Kreis oder Quartier)"
0,"Ganze Stadt","Bevölkerung & Gesellschaft",39548,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
1,"Kreis 1","Bevölkerung & Gesellschaft",1838,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
2,"Kreis 2","Bevölkerung & Gesellschaft",4883,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
3,"Kreis 3","Bevölkerung & Gesellschaft",7623,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
4,"Kreis 4","Bevölkerung & Gesellschaft",6562,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
5,"Kreis 5","Bevölkerung & Gesellschaft",3262,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
6,"Kreis 6","Bevölkerung & Gesellschaft",6144,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
7,"Kreis 7","Bevölkerung & Gesellschaft",5624,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
8,"Kreis 8","Bevölkerung & Gesellschaft",3331,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
9,"Kreis 9","Bevölkerung & Gesellschaft",7663,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
10,"Kreis 10","Bevölkerung & Gesellschaft",5756,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
11,"Kreis 11","Bevölkerung & Gesellschaft",11643,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
12,"Kreis 12","Bevölkerung & Gesellschaft",4251,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
110,"Rathaus","Bevölkerung & Gesellschaft",816,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
120,"Hochschulen","Bevölkerung & Gesellschaft",281,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
130,"Lindenhof","Bevölkerung & Gesellschaft",444,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
140,"City","Bevölkerung & Gesellschaft",344,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
210,"Wollishofen","Bevölkerung & Gesellschaft",2482,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
230,"Leimbach","Bevölkerung & Gesellschaft",760,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
240,"Enge","Bevölkerung & Gesellschaft",1992,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
310,"Alt-Wiedikon","Bevölkerung & Gesellschaft",3472,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
330,"Friesenberg","Bevölkerung & Gesellschaft",870,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
340,"Sihlfeld","Bevölkerung & Gesellschaft",3973,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
410,"Werd","Bevölkerung & Gesellschaft",1269,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
420,"Langstrasse","Bevölkerung & Gesellschaft",3152,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
440,"Hard","Bevölkerung & Gesellschaft",2597,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
510,"Gewerbeschule","Bevölkerung & Gesellschaft",2138,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
520,"Escher Wyss","Bevölkerung & Gesellschaft",1217,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
610,"Unterstrass","Bevölkerung & Gesellschaft",4174,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
630,"Oberstrass","Bevölkerung & Gesellschaft",2270,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
710,"Fluntern","Bevölkerung & Gesellschaft",1561,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
720,"Hottingen","Bevölkerung & Gesellschaft",2167,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
730,"Hirslanden","Bevölkerung & Gesellschaft",1418,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
740,"Witikon","Bevölkerung & Gesellschaft",1088,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
810,"Seefeld","Bevölkerung & Gesellschaft",1267,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
820,"Mühlebach","Bevölkerung & Gesellschaft",1262,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
830,"Weinegg","Bevölkerung & Gesellschaft",1120,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
910,"Albisrieden","Bevölkerung & Gesellschaft",3022,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
920,"Altstetten","Bevölkerung & Gesellschaft",5197,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
1010,"Höngg","Bevölkerung & Gesellschaft",2881,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
1020,"Wipkingen","Bevölkerung & Gesellschaft",3101,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
1110,"Affoltern","Bevölkerung & Gesellschaft",3623,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
1150,"Oerlikon","Bevölkerung & Gesellschaft",4611,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
1190,"Seebach","Bevölkerung & Gesellschaft",4733,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
1210,"Saatlen","Bevölkerung & Gesellschaft",1109,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
1220,"Schwamendingen-Mitte","Bevölkerung & Gesellschaft",1953,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
1230,"Hirzenbach","Bevölkerung & Gesellschaft",1769,"Wegziehende (Anzahl Personen pro Jahr)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018), Wegziehende aus bestimmtem Gebiet (Stadt, Kreis oder Quartier)"
0,"Ganze Stadt","Bevölkerung & Gesellschaft",32.3,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
1,"Kreis 1","Bevölkerung & Gesellschaft",30.6,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
2,"Kreis 2","Bevölkerung & Gesellschaft",32,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
3,"Kreis 3","Bevölkerung & Gesellschaft",29.7,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
4,"Kreis 4","Bevölkerung & Gesellschaft",37,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
5,"Kreis 5","Bevölkerung & Gesellschaft",32.2,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
6,"Kreis 6","Bevölkerung & Gesellschaft",28.5,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
7,"Kreis 7","Bevölkerung & Gesellschaft",28.4,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
8,"Kreis 8","Bevölkerung & Gesellschaft",36.1,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
9,"Kreis 9","Bevölkerung & Gesellschaft",32.4,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
10,"Kreis 10","Bevölkerung & Gesellschaft",26.4,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
11,"Kreis 11","Bevölkerung & Gesellschaft",36.8,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
12,"Kreis 12","Bevölkerung & Gesellschaft",36.1,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
110,"Rathaus","Bevölkerung & Gesellschaft",30.1,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
120,"Hochschulen","Bevölkerung & Gesellschaft",34.3,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
130,"Lindenhof","Bevölkerung & Gesellschaft",30.1,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
140,"City","Bevölkerung & Gesellschaft",30,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
210,"Wollishofen","Bevölkerung & Gesellschaft",29.1,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
230,"Leimbach","Bevölkerung & Gesellschaft",33.6,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
240,"Enge","Bevölkerung & Gesellschaft",36.7,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
310,"Alt-Wiedikon","Bevölkerung & Gesellschaft",34.8,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
330,"Friesenberg","Bevölkerung & Gesellschaft",18.3,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
340,"Sihlfeld","Bevölkerung & Gesellschaft",31.2,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
410,"Werd","Bevölkerung & Gesellschaft",33.2,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
420,"Langstrasse","Bevölkerung & Gesellschaft",37.9,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
440,"Hard","Bevölkerung & Gesellschaft",37.4,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
510,"Gewerbeschule","Bevölkerung & Gesellschaft",31.6,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
520,"Escher Wyss","Bevölkerung & Gesellschaft",33.2,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
610,"Unterstrass","Bevölkerung & Gesellschaft",27.8,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
630,"Oberstrass","Bevölkerung & Gesellschaft",29.9,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
710,"Fluntern","Bevölkerung & Gesellschaft",30.7,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
720,"Hottingen","Bevölkerung & Gesellschaft",29.6,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
730,"Hirslanden","Bevölkerung & Gesellschaft",27.5,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
740,"Witikon","Bevölkerung & Gesellschaft",26,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
810,"Seefeld","Bevölkerung & Gesellschaft",40.5,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
820,"Mühlebach","Bevölkerung & Gesellschaft",35.2,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
830,"Weinegg","Bevölkerung & Gesellschaft",32.6,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
910,"Albisrieden","Bevölkerung & Gesellschaft",27.1,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
920,"Altstetten","Bevölkerung & Gesellschaft",35.9,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
1010,"Höngg","Bevölkerung & Gesellschaft",25.1,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
1020,"Wipkingen","Bevölkerung & Gesellschaft",28.3,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
1110,"Affoltern","Bevölkerung & Gesellschaft",33,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
1150,"Oerlikon","Bevölkerung & Gesellschaft",38.3,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
1190,"Seebach","Bevölkerung & Gesellschaft",39.3,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
1210,"Saatlen","Bevölkerung & Gesellschaft",28.8,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
1220,"Schwamendingen-Mitte","Bevölkerung & Gesellschaft",42.1,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
1230,"Hirzenbach","Bevölkerung & Gesellschaft",35.7,"Ausländeranteil in %",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
0,"Ganze Stadt","Bevölkerung & Gesellschaft",33579,"Häufigste ausländische Nationalität (Anzahl Personen): Deutschland (Anzahl Personen)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
1,"Kreis 1","Bevölkerung & Gesellschaft",468,"Häufigste ausländische Nationalität (Anzahl Personen): Deutschland (Anzahl Personen)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
2,"Kreis 2","Bevölkerung & Gesellschaft",2899,"Häufigste ausländische Nationalität (Anzahl Personen): Deutschland (Anzahl Personen)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
3,"Kreis 3","Bevölkerung & Gesellschaft",3626,"Häufigste ausländische Nationalität (Anzahl Personen): Deutschland (Anzahl Personen)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
4,"Kreis 4","Bevölkerung & Gesellschaft",2233,"Häufigste ausländische Nationalität (Anzahl Personen): Deutschland (Anzahl Personen)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
5,"Kreis 5","Bevölkerung & Gesellschaft",1417,"Häufigste ausländische Nationalität (Anzahl Personen): Deutschland (Anzahl Personen)",,"Keine Vergleichszahl","Datenquelle: Bevölkerungsregister (2018)"
